Timestamp,ActiveApp,EventType,TargetName,Metadata
2026-08-10 14:23:01,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][tab][tab][tab][tab][tab]
2026-08-10 14:23:11,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab]
2026-08-10 14:23:22,EXCEL.EXE,KeyLog,,Keys:[ctrl_l][Ctrl+Z][Ctrl+Z][Ctrl+Z][enter][enter][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab]
2026-08-10 14:23:48,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab]
2026-08-10 14:23:56,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[tab]
2026-08-10 14:24:37,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][down][left][left]
2026-08-10 14:25:31,msedge.exe,KeyLog,検索結果 - s.mishima@forest.co.jp - フォーレスト株式会社 メール および他 6 ページ - 職場 - Microsoft​ Edge,Keys:sakamoto[space][enter][enter]
2026-08-10 14:27:06,msedge.exe,KeyLog,検索結果 - s.mishima@forest.co.jp - フォーレスト株式会社 メール および他 6 ページ - 職場 - Microsoft​ Edge,"Keys:[backspace][backspace][backspace]nagareya,a[space][backspace][backspace][backspace][backspace][backspace][backspace][backspace][backspace][backspace][backspace][backspace][backspace][backspace][backspace][backspace][backspace][backspace]nagareyama[enter][enter]"
2026-08-10 14:30:26,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[left][left][left][left][left][left][left][left][left][left][left][left][left][left][left][left][left][left][left]
2026-08-10 14:30:38,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[left][down][enter][enter][up][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][down][down][down][down][down][down][down][down]
2026-08-10 14:30:44,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[down][down][down][down][down]
2026-08-10 14:30:49,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[down][down][down][ctrl_l]
2026-08-10 14:30:54,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[left]
2026-08-10 14:31:06,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[right][up][down]
2026-08-10 14:31:14,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[right]
2026-08-10 14:32:14,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[right][right][right][right][right][right][right][right][left][left][left][left][left][left][left][left]
2026-08-10 14:32:16,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[up]
2026-08-10 14:32:44,EXCEL.EXE,Copy,0810長期欠品管理表.xlsb - Excel,"Size:3 chars, Data:[1  ...]"
2026-08-10 14:32:45,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][Ctrl+C]
2026-08-10 14:32:54,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][Ctrl+V][ctrl_l][Ctrl+C]
2026-08-10 14:32:58,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[ctrl_l][Ctrl+V]
2026-08-10 14:33:06,EXCEL.EXE,KeyLog,,Keys:[tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab]
2026-08-10 14:33:09,EXCEL.EXE,KeyLog,,Keys:[tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab]
2026-08-10 14:33:13,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[tab]
2026-08-10 14:33:22,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab]
2026-08-10 14:33:26,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[tab]
2026-08-10 14:33:30,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab]
2026-08-10 14:33:38,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[down]
2026-08-10 14:34:13,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[enter][enter]
2026-08-10 14:34:20,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[enter][enter]
2026-08-10 14:34:32,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[enter][enter]
2026-08-10 14:35:30,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[down]
2026-08-10 14:35:38,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[ctrl_l][shift][shift][shift][down]
2026-08-10 14:35:41,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l]
2026-08-10 14:35:48,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[down][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab]
2026-08-10 14:35:56,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[tab][tab][tab][tab][tab][tab][tab][tab]
2026-08-10 14:36:15,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[tab][tab][tab]
2026-08-10 14:36:32,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[down][left][left][left][left][left][left][up][right]
2026-08-10 14:36:37,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[right][right][down][right][right][left][left]
2026-08-10 14:37:00,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[right][right][right][left][left][left][left][left][left][left][right][right][right][left]
2026-08-10 14:37:10,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[left][left][left][left][left][left][left][left][left][left][left][left][left][left][left][left][left][left][left][left][right][right][right][up][ctrl_l][right][down]
2026-08-10 14:37:12,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[left]
2026-08-10 14:37:19,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l]
2026-08-10 14:37:33,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[left][left][left][right][right][right][right][left][left][left][left][left][left][left][left][left][left][left][left][left][left][left][left][left][left][left][left]
2026-08-10 14:37:42,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][left]
2026-08-10 14:37:47,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[enter][enter]
2026-08-10 14:37:51,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[up]
2026-08-10 14:37:54,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[left][left][left][right][right][right]
2026-08-10 14:37:58,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:/[enter][enter]
2026-08-10 14:38:07,EXCEL.EXE,KeyLog,,Keys:[left][left][left][left][left][left][left][left][right][right][right][right][right][right][right]
2026-08-10 14:38:13,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[enter][enter]
2026-08-10 14:38:17,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[left][left][left][up][up][up][up][up][up][up][up][up][up][up][up][up]
2026-08-10 14:38:28,EXCEL.EXE,Copy,0810長期欠品管理表.xlsb - Excel,"Size:5117 chars, Data:[J901WR	日仏貿易/P5-02/ﾍﾟﾘｴ 瓶 330ml	6	2026/8/18  415776	京ｾﾗ/TK-5141K/ﾄﾅｰｶｰﾄﾘｯｼﾞ ﾌﾞﾗｯｸ	6	2026/8/18  J992RN...]"
2026-08-10 14:38:29,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[left][down][ctrl_l][shift][down][down][up][right][right][right][right][left][ctrl_l][Ctrl+C]
2026-08-10 14:38:33,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][down]
2026-08-10 14:38:41,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[ctrl_l][ctrl_l][ctrl_l][ctrl_l][down][down][left][up][ctrl_l][shift][up][left][ctrl_l][down][right][right][right][up][ctrl_l][shift][up]
2026-08-10 14:38:41,EXCEL.EXE,Copy,0810長期欠品管理表.xlsb - Excel,"Size:3 chars, Data:[6  ...]"
2026-08-10 14:38:43,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[ctrl_l][Ctrl+C][ctrl_l][shift][down]
2026-08-10 14:38:54,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[ctrl_l][up][right]zaiko[space]ti-mu[enter][enter][left][left][ctrl_l][down][down][left][ctrl_l][down][down][up][right][right][ctrl_l][shift][up][right][ctrl_l][up]
2026-08-10 14:39:00,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[down][right][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab]
2026-08-10 14:39:10,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[ctrl_l][shift][right][down][left][left][left][ctrl_l][down][down][down][delete]
2026-08-10 14:39:13,EXCEL.EXE,Copy,0810長期欠品管理表.xlsb - Excel,"Size:4 chars, Data:[解消  ...]"
2026-08-10 14:39:16,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[ctrl_l][Ctrl+C][ctrl_l][up][down][down][down][down][shift][down][ctrl_l][Ctrl+V][up]
2026-08-10 14:39:31,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[right]
2026-08-10 14:39:33,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[right][right][up][up][up][up]
2026-08-10 14:39:38,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab]
2026-08-10 14:39:44,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[left][down][shift][right][ctrl_l][down][ctrl_l][ctrl_l][ctrl_l][Ctrl+C]
2026-08-10 14:39:47,EXCEL.EXE,Copy,0810長期欠品管理表.xlsb - Excel,"Size:2199 chars, Data:[9608AJ	ﾌﾗﾝｸﾘﾝ/PAD52968C2/FS Tour Dynasty 14mm Pink  120523	ｱｻﾋﾋﾞｰﾙ/ﾌﾞﾗｯｸﾆｯｶ ｸﾘｱﾊｲﾎﾞｰﾙ 9度 350ml  9604...]"
2026-08-10 14:39:47,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[ctrl_l][shift][shift][up][right][down][ctrl_l][Ctrl+C]
2026-08-10 14:39:53,EXCEL.EXE,KeyLog,,Keys:[tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab]
2026-08-10 14:40:05,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab]
2026-08-10 14:40:19,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[tab]
2026-08-10 14:40:23,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[tab][tab][tab][tab][tab]
2026-08-10 14:40:28,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[tab]
2026-08-10 14:40:58,EXCEL.EXE,Copy,0810長期欠品管理表.xlsb - Excel,"Size:659 chars, Data:[2557AR	0010150106/39CC(10ｺｲﾘ)/ﾌﾟﾗ壷N-4号(未滅菌)少数包装  J220MF	GMBL-702/ﾎﾟﾘｺﾞﾐ袋(ﾒﾀﾛｾﾝ配合) 黒70L 15枚入  J92482	...]"
2026-08-10 14:40:59,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[ctrl_l][ctrl_l][up][left][down][shift][right][ctrl_l][down][ctrl_l][Ctrl+C]
2026-08-10 14:41:03,EXCEL.EXE,KeyLog,,Keys:[ctrl_l][ctrl_l][ctrl_l][down]
2026-08-10 14:41:49,EXCEL.EXE,Copy,0810長期欠品管理表.xlsb - Excel,"Size:484 chars, Data:[J7894Y	ﾊﾞｯﾌｧﾛｰ/BRXL-PT6U3-BKE/USB3.2(Gen1)ﾎﾟｰﾀﾌﾞﾙBDﾄﾞﾗｲﾌﾞ  J2169R	ｼﾓｼﾞﾏ/006721475/ﾍｲｺｰ PPﾊﾟﾝ袋 #20 13...]"
2026-08-10 14:41:51,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[left][down][shift][right][ctrl_l][down][Ctrl+C]
2026-08-10 14:42:01,EXCEL.EXE,Copy,0810長期欠品管理表.xlsb - Excel,"Size:186 chars, Data:[J7894Y	ﾊﾞｯﾌｧﾛｰ/BRXL-PT6U3-BKE/USB3.2(Gen1)ﾎﾟｰﾀﾌﾞﾙBDﾄﾞﾗｲﾌﾞ  J2169R	ｼﾓｼﾞﾏ/006721475/ﾍｲｺｰ PPﾊﾟﾝ袋 #20 13...]"
2026-08-10 14:42:03,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[ctrl_l][Ctrl+C]
2026-08-10 14:42:08,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab]
2026-08-10 14:42:23,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[down][left][left][left][left][left][left]
2026-08-10 14:42:27,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[left][left][left][left][left][left][right][left][left][left]
2026-08-10 14:42:54,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[right][right][up]
2026-08-10 14:43:14,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[left][left][left][left][left][left][left][left][left][left][left][right][right]
2026-08-10 14:43:30,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[ctrl_r][ctrl_r]
2026-08-10 14:43:50,EXCEL.EXE,Copy,0810長期欠品管理表.xlsb - Excel,"Size:44 chars, Data:[134870	王子ﾈﾋﾟｱ/611112/鼻ｾﾚﾌﾞ ITSUMO+PLUS 48組  ...]"
2026-08-10 14:43:51,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[ctrl_l][Ctrl+C]
2026-08-10 14:43:56,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab]
2026-08-10 14:44:03,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[down][down]
2026-08-10 14:44:07,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab]
2026-08-10 14:44:16,EXCEL.EXE,KeyLog,,Keys:[tab][tab][tab]
2026-08-10 14:44:25,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[tab]
2026-08-10 14:44:28,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab]
2026-08-10 14:44:33,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[left][left][left][left][left][left][left][left][left][right][left][left][right][right][right]
2026-08-10 14:45:00,EXCEL.EXE,Copy,0810長期欠品管理表.xlsb - Excel,"Size:1278 chars, Data:[2558AN	0010150107/39CC(10ｺｲﾘ)/ﾌﾟﾗ壷N-4号(未滅菌)少数包装  J893RV	ARﾒﾃﾞｨｺﾑ/JS67892/ｾｰﾌﾍﾞｰｼｯｸ 滅菌ｼｰﾙﾊﾟｳﾁ M 200枚 ...]"
2026-08-10 14:45:01,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[left][down][left][left][up][down][shift][right][ctrl_l][down][down][up][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][Ctrl+C]
2026-08-10 14:45:10,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab]
2026-08-10 14:45:29,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[ctrl_r][ctrl_r]
2026-08-10 14:46:04,excel.exe,WorkbookOpen,コピー ～ 長期欠品設定解除依頼.xlsx,
2026-08-10 14:46:18,EXCEL.EXE,Copy,コピー ～ 長期欠品設定解除依頼.xlsx - Excel,"Size:6372 chars, Data:[萩原/MB-5208S-LBR/ﾐﾄﾞﾙﾍﾞｯﾄﾞ ﾗｲﾄﾌﾞﾗｳﾝ	6	8月24日	8月10日	佐々木  萩原/MT-6860NA/折れ脚ﾃｰﾌﾞﾙ	6	8月24日	8月10日	佐々木  萩原/ﾘﾉ...]"
2026-08-10 14:46:19,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[tab][tab][tab][down][ctrl_l][shift][down][down][down][up][up][right][right][right][right][ctrl_l][Ctrl+C]
2026-08-10 14:46:23,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[ctrl_l][ctrl_l][ctrl_l][ctrl_l][down]
2026-08-10 14:46:25,EXCEL.EXE,KeyLog,,Keys:[ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][down]
2026-08-10 14:46:31,EXCEL.EXE,KeyLog,,Keys:[alt_l][tab][ctrl_l][ctrl_l][ctrl_l][ctrl_l][Ctrl+C][alt_l][tab]
2026-08-10 14:46:36,EXCEL.EXE,KeyLog,コピー ～ 長期欠品設定解除依頼.xlsx - Excel,Keys:[alt_l][tab]
2026-08-10 14:46:46,EXCEL.EXE,KeyLog,コピー ～ 長期欠品設定解除依頼.xlsx - Excel,Keys:[right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][left]
2026-08-10 14:46:53,EXCEL.EXE,KeyLog,コピー ～ 長期欠品設定解除依頼.xlsx - Excel,Keys:[down][down]
